iter	MultiClass
196	0.02299769201
197	0.02290818697
198	0.02278521909
199	0.02272136814
200	0.02254877215
201	0.02237219535
202	0.02225813644
203	0.02203242712
204	0.02190961444
205	0.02182465973
206	0.0216648068
207	0.02154482516
208	0.02135327299
209	0.02122833085
210	0.02110901125
211	0.02100126698
212	0.02087065674
213	0.02073816588
214	0.02063073974
215	0.02048526711
216	0.02037765616
217	0.02023709314
218	0.0201339289
219	0.02001650256
220	0.01988743189
221	0.01973874306
222	0.01968496206
223	0.01953570611
224	0.01941620166
225	0.01934512669
226	0.01927764367
227	0.01925408211
228	0.01915082104
229	0.01903944025
230	0.01893853915
231	0.0188812299
232	0.0188334927
233	0.01877086407
234	0.01870950887
235	0.01855597065
236	0.01845852979
237	0.01835761577
238	0.01822516147
239	0.01815561523
240	0.01811909592
241	0.0180490556
242	0.01793665487
243	0.01786444179
244	0.01780521501
245	0.01767468081
246	0.01752217444
247	0.01744888192
248	0.01736593681
249	0.01729692211
250	0.01723857415
251	0.01717479882
252	0.01711399897
253	0.01701291598
254	0.01689638907
255	0.0168331468
256	0.01677605627
257	0.01671261666
258	0.01661729174
259	0.01651949056
260	0.01642050242
261	0.01630986216
262	0.01620788906
263	0.01616676616
264	0.01610174045
265	0.01601717906
266	0.01595842957
267	0.01586530809
268	0.01580751698
269	0.01574168242
270	0.01571001431
271	0.01563951065
272	0.0155750298
273	0.01552187793
274	0.01544821768
275	0.01538958854
276	0.01534738642
277	0.01527619063
278	0.01520731573
279	0.01519035035
280	0.0151588492
281	0.01511239878
282	0.01505273191
283	0.01497377708
284	0.01493825186
285	0.01488515743
286	0.01483541663
287	0.01475311219
288	0.01469293238
289	0.01463313916
290	0.01455399062
291	0.01451235865
292	0.01446559072
293	0.01442030008
294	0.01438246848
295	0.01430320373
296	0.01424458175
297	0.01419113028
298	0.01413149298
299	0.01406211428
300	0.01399471935
301	0.01394650049
302	0.01391302348
303	0.01385095549
304	0.01379005878
305	0.01374379155
306	0.01367662401
307	0.01363650419
308	0.01357313922
309	0.01352682678
310	0.01349064184
311	0.01342686109
312	0.01336085566
313	0.01331667418
314	0.01329806573
315	0.01323770682
316	0.01318410268
317	0.01312436187
318	0.01306736154
319	0.01301490622
320	0.01296858564
321	0.0129235264
322	0.01289204182
323	0.01285493912
324	0.01282853538
325	0.01279286497
326	0.01274360128
327	0.01269791315
328	0.01264618715
329	0.01262122875
330	0.01258141521
331	0.01253554369
332	0.01250507335
333	0.01246328052
334	0.01242348304
335	0.01240521174
336	0.01235301931
337	0.01231351614
338	0.0122599967
339	0.01218621807
340	0.01212561934
341	0.01209790547
342	0.01206272981
343	0.01202601842
344	0.0119700233
345	0.01190391738
346	0.0118728483
347	0.01183039894
348	0.01179684453
349	0.01175441325
350	0.01171595294
351	0.01168297641
352	0.01164171561
353	0.01160417627
354	0.01156409676
355	0.01152561535
356	0.0114856795
357	0.0114545733
358	0.01142528536
359	0.01140130667
360	0.01133168703
361	0.01127590408
362	0.01125262848
363	0.01118897529
364	0.01115733432
365	0.01110327354
366	0.0110614183
367	0.01103783065
368	0.01101297985
369	0.01098168006
370	0.01093829659
371	0.0108826469
372	0.01085694135
373	0.01083596091
374	0.01080723944
375	0.01078704185
376	0.01072297139
377	0.01068555593
378	0.01065195654
379	0.0106053966
380	0.01059895276
381	0.01057219129
382	0.01052586532
383	0.01050525708
384	0.01048235298
385	0.01045310301
386	0.01041633852
387	0.01038650844
388	0.0103617566
389	0.01033606251
390	0.01029529851
391	0.01026482373
392	0.01023957307
393	0.01020671525
394	0.01018642729
395	0.01015190734
396	0.01011640004
397	0.01010221399
398	0.01004737316
399	0.0100246574
400	0.01000424819
401	0.009980093522
402	0.009946357103
403	0.00991789262
404	0.009892126653
405	0.009864638197
406	0.009843486579
407	0.009797531711
408	0.009770491125
409	0.009731561772
410	0.009718292757
411	0.009695548161
412	0.009679737482
413	0.009659493956
414	0.009631095342
415	0.009621818827
416	0.009590934555
417	0.009568087634
418	0.00953748696
419	0.009502763189
420	0.009482908297
421	0.009453101297
422	0.00943937877
423	0.009414907024
424	0.009395692617
425	0.009359630541
426	0.009329175763
427	0.009299533313
428	0.009273299395
429	0.009261783234
430	0.00923832057
431	0.00920636815
432	0.009177850213
433	0.00915638905
434	0.009134415309
435	0.009114895032
436	0.009092804433
437	0.009061707233
438	0.009042694238
439	0.009011444273
440	0.008995461603
441	0.008968617037
442	0.008958820461
443	0.008931530592
444	0.008891941827
445	0.008864141179
446	0.008833402929
447	0.008811786535
448	0.008796719092
449	0.008788681161
450	0.008763274023
451	0.008748497346
452	0.008730753891
453	0.008705236369
454	0.00869105441
455	0.008675681574
456	0.008656854992
457	0.008641281477
458	0.008609828483
459	0.008589847621
460	0.008566695631
461	0.008542209901
462	0.008530054266
463	0.008515097616
464	0.008494933858
465	0.00847326882
466	0.008454897967
467	0.008433364313
468	0.008425102647
469	0.008409587191
470	0.008372876707
471	0.008359594341
472	0.00832426354
473	0.008305292098
474	0.008285615651
475	0.00827334174
476	0.008253286546
477	0.008230139324
478	0.008211421111
479	0.008200030049
480	0.008168930631
481	0.008137778596
482	0.008124032966
483	0.008105917396
484	0.008081258327
485	0.008062255598
486	0.008043044306
487	0.008018718355
488	0.007996150436
489	0.007986063968
490	0.007970172019
491	0.007953546818
492	0.00794012305
493	0.007912273934
494	0.007892874549
495	0.007871609578
496	0.007860465305
497	0.007849516056
498	0.007823989009
499	0.007804432285
500	0.007788790164
501	0.007782882917
502	0.007768920126
503	0.007754609422
504	0.007738566699
505	0.0077255018
506	0.007707623084
507	0.007686433351
508	0.007668450286
509	0.007648593939
510	0.007624815414
511	0.007612803292
512	0.007605498498
513	0.007582799616
514	0.007570334971
515	0.007553681629
516	0.007548237291
517	0.007525797225
518	0.007501200348
519	0.007485550922
520	0.007457376407
521	0.007436577215
522	0.007428721882
523	0.007413590332
524	0.007398543333
525	0.007384878222
526	0.007369547054
527	0.007350556178
528	0.007333062759
529	0.007323065868
530	0.00730414027
531	0.007289468147
532	0.00727945658
533	0.007265509901
534	0.007249737838
535	0.007232871946
536	0.007218172499
537	0.00720548921
538	0.007186353361
539	0.007166438395
540	0.007154104955
541	0.007146218407
542	0.007133589624
543	0.007121404179
544	0.00710825839
545	0.007091507732
546	0.007075728356
547	0.00706254329
548	0.007054993102
549	0.007043698396
550	0.007038663731
551	0.007021117963
552	0.007008616313
553	0.006988100412
554	0.006974836744
555	0.006959048108
556	0.0069417382
557	0.006937081566
558	0.006925634569
559	0.006914554772
560	0.006896976216
561	0.006875431134
562	0.006869153957
563	0.006852537831
564	0.006842353303
565	0.006828697293
566	0.006815474999
567	0.006802098188
568	0.00679420449
569	0.006776070182
570	0.006763963197
571	0.006757294232
572	0.006748668676
573	0.006736308318
574	0.006729587163
575	0.006718232983
576	0.006705604705
577	0.006696553946
578	0.006676408682
579	0.006664460704
580	0.006655700092
581	0.006637197743
582	0.006633640905
583	0.006615353333
584	0.006605995405
585	0.006595551501
586	0.006577425896
587	0.006562510546
588	0.006551909038
589	0.006540410315
590	0.006530004374
591	0.006515523797
592	0.00650621204
593	0.006497383458
594	0.00648823745
595	0.006475456459
596	0.00645145206
597	0.006437719791
598	0.006428954594
599	0.006407548301
600	0.006398935433
601	0.006394307945
602	0.006387258865
603	0.006379278488
604	0.006369183277
605	0.00635471709
606	0.006342693078
607	0.006338072349
608	0.006323666914
609	0.006311217531
610	0.006301038412
611	0.00629330102
612	0.00627956968
613	0.006270707964
614	0.006261737625
615	0.006253287034
616	0.006243353897
617	0.006226565915
618	0.006216398766
619	0.006203712171
620	0.006194560921
621	0.006183212078
622	0.006176005411
623	0.006163137073
624	0.006152799135
625	0.006140669282
626	0.006132065726
627	0.00612489024
628	0.006114951254
629	0.006103126334
630	0.006096955796
631	0.006084764504
632	0.006071044626
633	0.006059651266
634	0.006047328401
635	0.006038993948
636	0.006028607446
637	0.006023795409
638	0.006013365231
639	0.006008990733
640	0.006000411711
641	0.005983400363
642	0.005972390423
643	0.005964678885
644	0.005956883926
645	0.00594221258
646	0.005934458782
647	0.005926204559
648	0.005916155309
649	0.005901748782
650	0.005892590577
651	0.005890479658
652	0.005885385098
653	0.005875192872
654	0.005866129451
655	0.005860387283
656	0.00585539964
657	0.005848394148
658	0.00584175933
659	0.005826326446
660	0.005813442741
661	0.005809246304
662	0.005801626147
663	0.005793856177
664	0.005788243612
665	0.005777873335
666	0.005763378645
667	0.005752600094
668	0.005741662286
669	0.005727270877
670	0.005715416333
671	0.005705666928
672	0.005697714714
673	0.005685872561
674	0.005671351392
675	0.00565922213
676	0.005654104801
677	0.005636746064
678	0.005629224776
679	0.00562332134
680	0.00561817343
681	0.005609082791
682	0.005599773546
683	0.005593075498
684	0.005584261178
685	0.005579080571
686	0.005572698623
687	0.005566653325
688	0.005561881866
689	0.005552256874
690	0.005540576218
691	0.005533239369
692	0.005526671305
693	0.005518958083
694	0.005510332082
695	0.005492909357
696	0.005484561236
697	0.005476384182
698	0.005470396384
699	0.005462844962
700	0.005455495656
701	0.005449022333
702	0.005440874691
703	0.005436571298
704	0.005426515694
705	0.005417586192
706	0.005401946522
707	0.005393115089
708	0.005386257056
709	0.005379492197
710	0.005370726682
711	0.005362914767
712	0.005358189372
713	0.005348369105
714	0.005341982643
715	0.005332941713
716	0.005319202686
717	0.00531498991
718	0.005306594674
719	0.005305048264
720	0.005299470857
721	0.005293668089
722	0.005288068111
723	0.005281446622
724	0.005274707679
725	0.005264040095
726	0.005254470289
727	0.005245691941
728	0.005238627447
729	0.005233196483
730	0.00522846501
731	0.005221720171
732	0.005214493682
733	0.00520660311
734	0.005199431326
735	0.005187809757
736	0.005181677966
737	0.005174930975
738	0.005166230872
739	0.005159768033
740	0.00515336655
741	0.005148967483
742	0.005139250571
743	0.005133952895
744	0.005124833656
745	0.005118762865
746	0.005114074062
747	0.005109808662
748	0.005106707319
749	0.005100649361
750	0.005087945193
751	0.005082769179
752	0.005073751082
753	0.005067748857
754	0.005060994784
755	0.005051960113
756	0.005044829515
757	0.005035155117
758	0.005029319672
759	0.00502313851
760	0.005016223906
761	0.005007144542
762	0.004997495328
763	0.004989946656
764	0.00498409287
765	0.004977094755
766	0.004965247562
767	0.004956543117
768	0.004948268844
769	0.004938225407
770	0.004932637262
771	0.004924724531
772	0.004916868723
773	0.004907139819
774	0.004906107191
775	0.004898592359
776	0.004889803025
777	0.00488229877
778	0.00487669646
779	0.004871049938
780	0.004861652436
781	0.004857657419
782	0.00485088394
783	0.004843927079
784	0.004839113531
785	0.004828636442
786	0.004823589261
787	0.004817253628
788	0.004811379131
789	0.004804671577
790	0.004798383348
791	0.004793373987
792	0.004784609086
793	0.004777102798
794	0.004770341794
795	0.004767423826
796	0.004760638081
797	0.004755166986
798	0.004741508933
799	0.004735965864
800	0.00472976273
801	0.004726748566
802	0.004716056898
803	0.004709304372
804	0.004705782886
805	0.004700610551
806	0.004696182165
807	0.004687241963
808	0.004683292007
809	0.004673066945
810	0.004667555578
811	0.004661795978
812	0.004653253996
813	0.004646802405
814	0.004641402067
815	0.004637711829
816	0.004630434946
817	0.004621855603
818	0.004619400898
819	0.00461479003
820	0.004609104059
821	0.004604658363
822	0.004597690238
823	0.00459155505
824	0.004588142582
825	0.004584973544
826	0.004577671364
827	0.004571931406
828	0.004567732254
829	0.00456315903
830	0.004556667911
831	0.004551619719
832	0.004548379057
833	0.004541969799
834	0.004537003491
835	0.004531980629
836	0.004526117768
837	0.004523541598
838	0.004516396148
839	0.00450849001
840	0.004502856141
841	0.004494398515
842	0.004488583679
843	0.004480037846
844	0.004472919812
845	0.00446585072
846	0.004462414844
847	0.004457351605
848	0.004453328984
849	0.004450160549
850	0.004439911366
851	0.004436231389
852	0.004431108652
853	0.004425672025
854	0.004420631091
855	0.004413327646
856	0.004407345881
857	0.004401163434
858	0.004393424349
859	0.004389575617
860	0.004384138187
861	0.004382736904
862	0.004372851005
863	0.004366427739
864	0.00435920064
865	0.004354431674
866	0.004350682443
867	0.004347195713
868	0.004344021422
869	0.004339110432
870	0.004335617757
871	0.004334339256
872	0.00433080806
873	0.004326218752
874	0.004321421031
875	0.004314644159
876	0.004303692219
877	0.004299075826
878	0.004294182112
879	0.004291126759
880	0.004289266402
881	0.004283462338
882	0.004274453432
883	0.004267574502
884	0.004263315386
885	0.004256454412
886	0.004252781252
887	0.00424488544
888	0.004236993993
889	0.004233450948
890	0.00422925355
891	0.004224327974
892	0.004220322337
893	0.004215274976
894	0.004210375055
895	0.004204860327
896	0.00419762495
897	0.00419191568
898	0.004182870459
899	0.004175569462
900	0.0041691136
901	0.004165559256
902	0.00416110651
903	0.004153693806
904	0.004150164528
905	0.004145178179
906	0.004140310454
907	0.004136586154
908	0.004129215071
909	0.004122264487
910	0.004117365422
911	0.004113467469
912	0.004109083369
913	0.004105526093
914	0.004099410431
915	0.004089135253
916	0.004081289873
917	0.004076987231
918	0.004073117858
919	0.004071469583
920	0.004064214928
921	0.00406156743
922	0.004056527709
923	0.004048966159
924	0.004043980942
925	0.004041434329
926	0.004035324314
927	0.004030165717
928	0.004027481687
929	0.004024520521
930	0.004019606836
931	0.004013226571
932	0.00400732164
933	0.004004504609
934	0.00400001117
935	0.00399426817
936	0.003989781317
937	0.003982191167
938	0.003976931332
939	0.003972166749
940	0.003966425119
941	0.00396047062
942	0.003956232963
943	0.00395109842
944	0.00394821614
945	0.003945219973
946	0.003940731935
947	0.003931135852
948	0.00392580049
949	0.003921560309
950	0.003918004114
951	0.003910852707
952	0.003903776006
953	0.003899828628
954	0.003894219397
955	0.003888271562
956	0.00388220895
957	0.003877808777
958	0.003874545297
959	0.003869581871
960	0.003867218986
961	0.003864842816
962	0.003862090906
963	0.003858865897
964	0.003856280901
965	0.003851410254
966	0.003848211981
967	0.003843948252
968	0.003840513368
969	0.00383232663
970	0.00382837084
971	0.00382528932
972	0.003820817419
973	0.003818043752
974	0.003813627247
975	0.003806289497
976	0.0038019684
977	0.00379748006
978	0.003795512746
979	0.003792148322
980	0.003786710666
981	0.003783298421
982	0.003777508013
983	0.003775851108
984	0.003771968807
985	0.003767822178
986	0.003764348054
987	0.003759422951
988	0.003756063241
989	0.003752239117
990	0.003747539656
991	0.003739223836
992	0.003734596104
993	0.003727489158
994	0.003722424692
995	0.003719207939
996	0.003716387151
997	0.003712269889
998	0.003708336633
999	0.003704870758
